Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
4.23,2530.4114,2985.4271,2661.9854,-0.16960544,3.4636133,1.7578644,1.0219698,0.18151703,1.1691499,5.630159,6.8059688,0.0028120337
4.231,2530.2781,2985.2575,2661.8596,-0.16960744,3.4625914,1.7576829,1.0219065,0.18151863,1.1690928,5.6297607,6.8065311,0.0028118261
4.232,2530.1447,2985.0879,2661.7338,-0.16960943,3.4615696,1.7575014,1.0218431,0.18152022,1.1690357,5.6293625,6.8070935,0.0028116184
4.233,2530.0113,2984.9183,2661.608,-0.16961143,3.4605478,1.7573199,1.0217798,0.18152182,1.1689786,5.6289642,6.8076558,0.0028114108
4.234,2529.878,2984.7487,2661.4821,-0.16961343,3.4595261,1.7571383,1.0217165,0.18152341,1.1689215,5.6285661,6.808218,0.0028112033
4.235,2529.7446,2984.5791,2661.3563,-0.16961544,3.4585044,1.7569568,1.0216532,0.181525,1.1688643,5.6281679,6.8087802,0.0028109958
4.236,2529.6112,2984.4094,2661.2305,-0.16961744,3.4574829,1.7567753,1.0215898,0.18152659,1.1688072,5.6277698,6.8093423,0.0028107883
4.237,2529.4778,2984.2398,2661.1046,-0.16961944,3.4564613,1.7565938,1.0215265,0.18152817,1.1687501,5.6273717,6.8099045,0.0028105808
4.238,2529.3445,2984.0702,2660.9788,-0.16962145,3.4554399,1.7564122,1.0214632,0.18152976,1.168693,5.6269736,6.8104665,0.0028103734
4.239,2529.2111,2983.9006,2660.8529,-0.16962346,3.4544185,1.7562307,1.0213998,0.18153135,1.1686359,5.6265756,6.8110286,0.002810166
4.24,2529.0777,2983.731,2660.7271,-0.16962547,3.4533971,1.7560492,1.0213365,0.18153293,1.1685787,5.6261776,6.8115906,0.0028099586
4.241,2528.9443,2983.5613,2660.6012,-0.16962748,3.4523759,1.7558676,1.0212732,0.18153452,1.1685216,5.6257796,6.8121525,0.0028097513
4.242,2528.8109,2983.3917,2660.4754,-0.16962949,3.4513546,1.7556861,1.0212098,0.1815361,1.1684645,5.6253817,6.8127144,0.002809544
4.243,2528.6775,2983.2221,2660.3495,-0.1696315,3.4503335,1.7555046,1.0211465,0.18153768,1.1684073,5.6249838,6.8132763,0.0028093368
4.244,2528.5441,2983.0524,2660.2236,-0.16963352,3.4493124,1.755323,1.0210832,0.18153926,1.1683502,5.6245859,6.8138381,0.0028091295
4.245,2528.4107,2982.8828,2660.0978,-0.16963554,3.4482914,1.7551415,1.0210198,0.18154084,1.1682931,5.6241881,6.8143999,0.0028089223
4.246,2528.2772,2982.7132,2659.9719,-0.16963755,3.4472704,1.7549599,1.0209565,0.18154242,1.1682359,5.6237903,6.8149616,0.0028087152
4.247,2528.1438,2982.5435,2659.846,-0.16963957,3.4462495,1.7547784,1.0208931,0.18154399,1.1681788,5.6233925,6.8155233,0.0028085081
4.248,2528.0104,2982.3739,2659.7201,-0.16964159,3.4452287,1.7545968,1.0208298,0.18154557,1.1681217,5.6229948,6.816085,0.002808301
4.249,2527.877,2982.2043,2659.5942,-0.16964362,3.444208,1.7544153,1.0207665,0.18154715,1.1680645,5.6225971,6.8166466,0.0028080939
4.25,2527.7435,2982.0346,2659.4683,-0.16964564,3.4431872,1.7542337,1.0207031,0.18154872,1.1680074,5.6221994,6.8172082,0.0028078869
4.251,2527.6101,2981.865,2659.3424,-0.16964767,3.4421666,1.7540522,1.0206398,0.18155029,1.1679502,5.6218018,6.8177697,0.0028076799
4.252,2527.4767,2981.6953,2659.2165,-0.16964969,3.441146,1.7538706,1.0205764,0.18155186,1.1678931,5.6214042,6.8183312,0.002807473
4.253,2527.3432,2981.5257,2659.0906,-0.16965172,3.4401255,1.7536891,1.0205131,0.18155343,1.1678359,5.6210067,6.8188927,0.0028072661
4.254,2527.2098,2981.356,2658.9647,-0.16965375,3.4391051,1.7535075,1.0204497,0.181555,1.1677788,5.6206091,6.8194541,0.0028070592
4.255,2527.0763,2981.1864,2658.8388,-0.16965578,3.4380847,1.753326,1.0203864,0.18155657,1.1677216,5.6202116,6.8200155,0.0028068523
4.256,2526.9428,2981.0167,2658.7129,-0.16965781,3.4370644,1.7531444,1.020323,0.18155814,1.1676645,5.6198142,6.8205768,0.0028066455
4.257,2526.8094,2980.8471,2658.5869,-0.16965985,3.4360441,1.7529629,1.0202596,0.1815597,1.1676073,5.6194168,6.8211381,0.0028064387
4.258,2526.6759,2980.6774,2658.461,-0.16966188,3.4350239,1.7527813,1.0201963,0.18156127,1.1675501,5.6190194,6.8216993,0.002806232
4.259,2526.5424,2980.5077,2658.3351,-0.16966392,3.4340038,1.7525997,1.0201329,0.18156283,1.167493,5.618622,6.8222605,0.0028060253
4.26,2526.409,2980.3381,2658.2091,-0.16966596,3.4329837,1.7524182,1.0200696,0.18156439,1.1674358,5.6182247,6.8228217,0.0028058186
4.261,2526.2755,2980.1684,2658.0832,-0.169668,3.4319637,1.7522366,1.0200062,0.18156596,1.1673787,5.6178274,6.8233828,0.0028056119
4.262,2526.142,2979.9987,2657.9572,-0.16967004,3.4309438,1.752055,1.0199428,0.18156752,1.1673215,5.6174301,6.8239439,0.0028054053
4.263,2526.0085,2979.8291,2657.8313,-0.16967208,3.4299239,1.7518735,1.0198795,0.18156907,1.1672643,5.6170329,6.8245049,0.0028051987
4.264,2525.875,2979.6594,2657.7053,-0.16967413,3.4289041,1.7516919,1.0198161,0.18157063,1.1672072,5.6166357,6.8250659,0.0028049922
4.265,2525.7415,2979.4897,2657.5793,-0.16967617,3.4278843,1.7515103,1.0197527,0.18157219,1.16715,5.6162385,6.8256269,0.0028047857
4.266,2525.608,2979.32,2657.4534,-0.16967822,3.4268646,1.7513288,1.0196894,0.18157375,1.1670928,5.6158414,6.8261878,0.0028045792
4.267,2525.4745,2979.1504,2657.3274,-0.16968027,3.425845,1.7511472,1.019626,0.1815753,1.1670356,5.6154443,6.8267487,0.0028043728
4.268,2525.341,2978.9807,2657.2014,-0.16968232,3.4248254,1.7509656,1.0195626,0.18157685,1.1669785,5.6150472,6.8273095,0.0028041664
4.269,2525.2075,2978.811,2657.0754,-0.16968437,3.4238059,1.750784,1.0194992,0.18157841,1.1669213,5.6146502,6.8278703,0.00280396
4.27,2525.074,2978.6413,2656.9494,-0.16968642,3.4227865,1.7506024,1.0194359,0.18157996,1.1668641,5.6142532,6.8284311,0.0028037536
4.271,2524.9404,2978.4716,2656.8235,-0.16968848,3.4217671,1.7504209,1.0193725,0.18158151,1.1668069,5.6138563,6.8289918,0.0028035473
4.272,2524.8069,2978.3019,2656.6975,-0.16969053,3.4207478,1.7502393,1.0193091,0.18158306,1.1667497,5.6134593,6.8295524,0.0028033411
4.273,2524.6734,2978.1323,2656.5715,-0.16969259,3.4197286,1.7500577,1.0192457,0.18158461,1.1666925,5.6130624,6.8301131,0.0028031348
4.274,2524.5399,2977.9626,2656.4454,-0.16969465,3.4187094,1.7498761,1.0191823,0.18158615,1.1666353,5.6126656,6.8306737,0.0028029286
4.275,2524.4063,2977.7929,2656.3194,-0.16969671,3.4176903,1.7496945,1.019119,0.1815877,1.1665782,5.6122687,6.8312342,0.0028027224
4.276,2524.2728,2977.6232,2656.1934,-0.16969877,3.4166712,1.7495129,1.0190556,0.18158924,1.166521,5.6118719,6.8317947,0.0028025163
4.277,2524.1392,2977.4535,2656.0674,-0.16970084,3.4156522,1.7493313,1.0189922,0.18159079,1.1664638,5.6114752,6.8323552,0.0028023102
4.278,2524.0057,2977.2838,2655.9414,-0.1697029,3.4146333,1.7491497,1.0189288,0.18159233,1.1664066,5.6110784,6.8329156,0.0028021041
4.279,2523.8721,2977.1141,2655.8154,-0.16970497,3.4136144,1.7489682,1.0188654,0.18159387,1.1663494,5.6106817,6.833476,0.0028018981
4.28,2523.7385,2976.9444,2655.6893,-0.16970703,3.4125956,1.7487866,1.018802,0.18159541,1.1662922,5.6102851,6.8340363,0.0028016921
4.281,2523.605,2976.7747,2655.5633,-0.1697091,3.4115769,1.748605,1.0187386,0.18159695,1.166235,5.6098885,6.8345966,0.0028014861
4.282,2523.4714,2976.6049,2655.4372,-0.16971117,3.4105582,1.7484234,1.0186752,0.18159849,1.1661778,5.6094919,6.8351569,0.0028012802
4.283,2523.3378,2976.4352,2655.3112,-0.16971325,3.4095396,1.7482418,1.0186118,0.18160002,1.1661206,5.6090953,6.8357171,0.0028010742
4.284,2523.2043,2976.2655,2655.1851,-0.16971532,3.408521,1.7480602,1.0185484,0.18160156,1.1660634,5.6086988,6.8362772,0.0028008684
4.285,2523.0707,2976.0958,2655.0591,-0.1697174,3.4075026,1.7478786,1.018485,0.18160309,1.1660061,5.6083023,6.8368374,0.0028006625
4.286,2522.9371,2975.9261,2654.933,-0.16971947,3.4064841,1.747697,1.0184216,0.18160463,1.1659489,5.6079058,6.8373975,0.0028004567
4.287,2522.8035,2975.7564,2654.807,-0.16972155,3.4054658,1.7475153,1.0183582,0.18160616,1.1658917,5.6075094,6.8379575,0.002800251
4.288,2522.6699,2975.5866,2654.6809,-0.16972363,3.4044475,1.7473337,1.0182948,0.18160769,1.1658345,5.607113,6.8385175,0.0028000452
4.289,2522.5363,2975.4169,2654.5548,-0.16972571,3.4034293,1.7471521,1.0182314,0.18160922,1.1657773,5.6067166,6.8390775,0.0027998395
4.29,2522.4027,2975.2472,2654.4287,-0.16972779,3.4024111,1.7469705,1.018168,0.18161075,1.1657201,5.6063202,6.8396374,0.0027996338
4.291,2522.2691,2975.0775,2654.3027,-0.16972988,3.401393,1.7467889,1.0181046,0.18161228,1.1656628,5.6059239,6.8401973,0.0027994282
4.292,2522.1355,2974.9077,2654.1766,-0.16973196,3.4003749,1.7466073,1.0180412,0.18161381,1.1656056,5.6055277,6.8407572,0.0027992226
4.293,2522.0019,2974.738,2654.0505,-0.16973405,3.399357,1.7464257,1.0179778,0.18161533,1.1655484,5.6051314,6.841317,0.002799017
4.294,2521.8682,2974.5683,2653.9244,-0.16973614,3.398339,1.7462441,1.0179144,0.18161686,1.1654912,5.6047352,6.8418767,0.0027988115
4.295,2521.7346,2974.3985,2653.7983,-0.16973823,3.3973212,1.7460624,1.017851,0.18161838,1.1654339,5.6043391,6.8424364,0.002798606
4.296,2521.601,2974.2288,2653.6722,-0.16974032,3.3963034,1.7458808,1.0177876,0.1816199,1.1653767,5.6039429,6.8429961,0.0027984005
4.297,2521.4674,2974.0591,2653.5461,-0.16974241,3.3952857,1.7456992,1.0177242,0.18162142,1.1653195,5.6035468,6.8435558,0.0027981951
4.298,2521.3337,2973.8893,2653.4199,-0.16974451,3.394268,1.7455176,1.0176607,0.18162295,1.1652623,5.6031507,6.8441154,0.0027979897
4.299,2521.2001,2973.7196,2653.2938,-0.1697466,3.3932504,1.745336,1.0175973,0.18162446,1.165205,5.6027547,6.8446749,0.0027977843
4.3,2521.0664,2973.5498,2653.1677,-0.1697487,3.3922329,1.7451543,1.0175339,0.18162598,1.1651478,5.6023587,6.8452344,0.002797579
4.301,2520.9328,2973.3801,2653.0416,-0.1697508,3.3912154,1.7449727,1.0174705,0.1816275,1.1650905,5.6019627,6.8457939,0.0027973737
4.302,2520.7991,2973.2103,2652.9154,-0.1697529,3.390198,1.7447911,1.0174071,0.18162902,1.1650333,5.6015668,6.8463533,0.0027971684
4.303,2520.6655,2973.0406,2652.7893,-0.169755,3.3891807,1.7446094,1.0173436,0.18163053,1.1649761,5.6011709,6.8469127,0.0027969631
4.304,2520.5318,2972.8708,2652.6632,-0.1697571,3.3881634,1.7444278,1.0172802,0.18163204,1.1649188,5.600775,6.8474721,0.0027967579
4.305,2520.3981,2972.7011,2652.537,-0.16975921,3.3871462,1.7442462,1.0172168,0.18163356,1.1648616,5.6003791,6.8480314,0.0027965528
4.306,2520.2645,2972.5313,2652.4109,-0.16976131,3.386129,1.7440645,1.0171533,0.18163507,1.1648043,5.5999833,6.8485907,0.0027963476
4.307,2520.1308,2972.3615,2652.2847,-0.16976342,3.3851119,1.7438829,1.0170899,0.18163658,1.1647471,5.5995875,6.8491499,0.0027961425
4.308,2519.9971,2972.1918,2652.1585,-0.16976553,3.3840949,1.7437013,1.0170265,0.18163809,1.1646898,5.5991918,6.8497091,0.0027959375
4.309,2519.8634,2972.022,2652.0324,-0.16976764,3.3830779,1.7435196,1.0169631,0.18163959,1.1646326,5.5987961,6.8502682,0.0027957324
4.31,2519.7297,2971.8522,2651.9062,-0.16976975,3.382061,1.743338,1.0168996,0.1816411,1.1645753,5.5984004,6.8508273,0.0027955274
4.311,2519.596,2971.6825,2651.78,-0.16977186,3.3810442,1.7431563,1.0168362,0.18164261,1.164518,5.5980048,6.8513864,0.0027953224
4.312,2519.4623,2971.5127,2651.6539,-0.16977398,3.3800274,1.7429747,1.0167727,0.18164411,1.1644608,5.5976091,6.8519454,0.0027951175
4.313,2519.3286,2971.3429,2651.5277,-0.1697761,3.3790107,1.7427931,1.0167093,0.18164562,1.1644035,5.5972135,6.8525044,0.0027949126
4.314,2519.1949,2971.1732,2651.4015,-0.16977821,3.3779941,1.7426114,1.0166459,0.18164712,1.1643463,5.596818,6.8530633,0.0027947077
4.315,2519.0612,2971.0034,2651.2753,-0.16978033,3.3769775,1.7424298,1.0165824,0.18164862,1.164289,5.5964225,6.8536222,0.0027945029
4.316,2518.9275,2970.8336,2651.1491,-0.16978245,3.375961,1.7422481,1.016519,0.18165012,1.1642317,5.596027,6.8541811,0.0027942981
4.317,2518.7938,2970.6638,2651.0229,-0.16978458,3.3749445,1.7420665,1.0164555,0.18165162,1.1641745,5.5956315,6.8547399,0.0027940933
4.318,2518.66,2970.494,2650.8967,-0.1697867,3.3739281,1.7418848,1.0163921,0.18165312,1.1641172,5.5952361,6.8552987,0.0027938886
4.319,2518.5263,2970.3242,2650.7705,-0.16978883,3.3729118,1.7417031,1.0163286,0.18165461,1.1640599,5.5948407,6.8558574,0.0027936838
4.32,2518.3926,2970.1544,2650.6443,-0.16979095,3.3718955,1.7415215,1.0162652,0.18165611,1.1640026,5.5944454,6.8564161,0.0027934792
4.321,2518.2588,2969.9847,2650.518,-0.16979308,3.3708793,1.7413398,1.0162017,0.18165761,1.1639454,5.59405,6.8569748,0.0027932745
4.322,2518.1251,2969.8149,2650.3918,-0.16979521,3.3698632,1.7411582,1.0161383,0.1816591,1.1638881,5.5936547,6.8575334,0.0027930699
4.323,2517.9914,2969.6451,2650.2656,-0.16979734,3.3688471,1.7409765,1.0160748,0.18166059,1.1638308,5.5932595,6.858092,0.0027928653
4.324,2517.8576,2969.4753,2650.1393,-0.16979948,3.3678311,1.7407949,1.0160114,0.18166208,1.1637735,5.5928643,6.8586505,0.0027926608
4.325,2517.7239,2969.3055,2650.0131,-0.16980161,3.3668152,1.7406132,1.0159479,0.18166357,1.1637162,5.5924691,6.859209,0.0027924563
4.326,2517.5901,2969.1357,2649.8869,-0.16980375,3.3657993,1.7404315,1.0158845,0.18166506,1.163659,5.5920739,6.8597674,0.0027922518
4.327,2517.4563,2968.9659,2649.7606,-0.16980588,3.3647835,1.7402499,1.015821,0.18166655,1.1636017,5.5916788,6.8603259,0.0027920474
4.328,2517.3226,2968.7961,2649.6344,-0.16980802,3.3637677,1.7400682,1.0157575,0.18166804,1.1635444,5.5912837,6.8608842,0.002791843
4.329,2517.1888,2968.6263,2649.5081,-0.16981016,3.362752,1.7398865,1.0156941,0.18166952,1.1634871,5.5908886,6.8614426,0.0027916386
4.33,2517.055,2968.4564,2649.3818,-0.1698123,3.3617364,1.7397048,1.0156306,0.18167101,1.1634298,5.5904936,6.8620008,0.0027914342
4.331,2516.9212,2968.2866,2649.2556,-0.16981445,3.3607208,1.7395232,1.0155671,0.18167249,1.1633725,5.5900986,6.8625591,0.0027912299
4.332,2516.7875,2968.1168,2649.1293,-0.16981659,3.3597053,1.7393415,1.0155037,0.18167398,1.1633152,5.5897036,6.8631173,0.0027910256
4.333,2516.6537,2967.947,2649.003,-0.16981874,3.3586899,1.7391598,1.0154402,0.18167546,1.1632579,5.5893086,6.8636755,0.0027908214
4.334,2516.5199,2967.7772,2648.8768,-0.16982088,3.3576745,1.7389781,1.0153767,0.18167694,1.1632006,5.5889137,6.8642336,0.0027906172
4.335,2516.3861,2967.6074,2648.7505,-0.16982303,3.3566592,1.7387965,1.0153133,0.18167842,1.1631433,5.5885189,6.8647917,0.002790413
4.336,2516.2523,2967.4375,2648.6242,-0.16982518,3.3556439,1.7386148,1.0152498,0.18167989,1.163086,5.588124,6.8653497,0.0027902088
4.337,2516.1185,2967.2677,2648.4979,-0.16982734,3.3546287,1.7384331,1.0151863,0.18168137,1.1630287,5.5877292,6.8659077,0.0027900047
4.338,2515.9847,2967.0979,2648.3716,-0.16982949,3.3536136,1.7382514,1.0151228,0.18168285,1.1629714,5.5873344,6.8664657,0.0027898007
4.339,2515.8508,2966.9281,2648.2453,-0.16983165,3.3525986,1.7380697,1.0150594,0.18168432,1.1629141,5.5869397,6.8670236,0.0027895966
4.34,2515.717,2966.7582,2648.119,-0.1698338,3.3515836,1.7378881,1.0149959,0.1816858,1.1628567,5.586545,6.8675815,0.0027893926
4.341,2515.5832,2966.5884,2647.9927,-0.16983596,3.3505686,1.7377064,1.0149324,0.18168727,1.1627994,5.5861503,6.8681393,0.0027891886
4.342,2515.4494,2966.4186,2647.8663,-0.16983812,3.3495538,1.7375247,1.0148689,0.18168874,1.1627421,5.5857556,6.8686971,0.0027889846
4.343,2515.3155,2966.2487,2647.74,-0.16984028,3.348539,1.737343,1.0148054,0.18169021,1.1626848,5.585361,6.8692549,0.0027887807
4.344,2515.1817,2966.0789,2647.6137,-0.16984244,3.3475242,1.7371613,1.0147419,0.18169168,1.1626275,5.5849664,6.8698126,0.0027885768
4.345,2515.0479,2965.909,2647.4874,-0.16984461,3.3465095,1.7369796,1.0146785,0.18169315,1.1625702,5.5845719,6.8703702,0.002788373
4.346,2514.914,2965.7392,2647.361,-0.16984677,3.3454949,1.7367979,1.014615,0.18169462,1.1625128,5.5841774,6.8709279,0.0027881692
4.347,2514.7802,2965.5693,2647.2347,-0.16984894,3.3444804,1.7366162,1.0145515,0.18169608,1.1624555,5.5837829,6.8714855,0.0027879654
4.348,2514.6463,2965.3995,2647.1083,-0.16985111,3.3434659,1.7364345,1.014488,0.18169755,1.1623982,5.5833884,6.872043,0.0027877616
4.349,2514.5124,2965.2296,2646.982,-0.16985328,3.3424515,1.7362528,1.0144245,0.18169901,1.1623409,5.582994,6.8726005,0.0027875579
4.35,2514.3786,2965.0598,2646.8556,-0.16985545,3.3414371,1.7360711,1.014361,0.18170047,1.1622835,5.5825996,6.873158,0.0027873542
4.351,2514.2447,2964.8899,2646.7293,-0.16985762,3.3404228,1.7358894,1.0142975,0.18170194,1.1622262,5.5822052,6.8737154,0.0027871506
4.352,2514.1108,2964.7201,2646.6029,-0.1698598,3.3394086,1.7357077,1.014234,0.1817034,1.1621689,5.5818109,6.8742728,0.0027869469
4.353,2513.977,2964.5502,2646.4765,-0.16986198,3.3383944,1.735526,1.0141705,0.18170486,1.1621115,5.5814166,6.8748302,0.0027867433
4.354,2513.8431,2964.3804,2646.3502,-0.16986415,3.3373803,1.7353443,1.014107,0.18170631,1.1620542,5.5810223,6.8753875,0.0027865398
4.355,2513.7092,2964.2105,2646.2238,-0.16986633,3.3363662,1.7351626,1.0140435,0.18170777,1.1619968,5.5806281,6.8759447,0.0027863363
4.356,2513.5753,2964.0406,2646.0974,-0.16986851,3.3353523,1.7349809,1.01398,0.18170923,1.1619395,5.5802339,6.876502,0.0027861328
4.357,2513.4414,2963.8708,2645.971,-0.16987069,3.3343383,1.7347992,1.0139165,0.18171068,1.1618821,5.5798397,6.8770592,0.0027859293
4.358,2513.3075,2963.7009,2645.8446,-0.16987288,3.3333245,1.7346175,1.013853,0.18171214,1.1618248,5.5794456,6.8776163,0.0027857259
4.359,2513.1736,2963.531,2645.7182,-0.16987506,3.3323107,1.7344357,1.0137895,0.18171359,1.1617675,5.5790515,6.8781734,0.0027855225
4.36,2513.0397,2963.3611,2645.5918,-0.16987725,3.331297,1.734254,1.013726,0.18171504,1.1617101,5.5786574,6.8787305,0.0027853191
4.361,2512.9058,2963.1913,2645.4654,-0.16987944,3.3302833,1.7340723,1.0136624,0.18171649,1.1616528,5.5782634,6.8792875,0.0027851158
4.362,2512.7719,2963.0214,2645.339,-0.16988163,3.3292697,1.7338906,1.0135989,0.18171794,1.1615954,5.5778694,6.8798445,0.0027849125
4.363,2512.638,2962.8515,2645.2126,-0.16988382,3.3282562,1.7337089,1.0135354,0.18171939,1.161538,5.5774754,6.8804014,0.0027847092
4.364,2512.504,2962.6816,2645.0862,-0.16988601,3.3272427,1.7335272,1.0134719,0.18172084,1.1614807,5.5770814,6.8809583,0.002784506
4.365,2512.3701,2962.5117,2644.9598,-0.16988821,3.3262293,1.7333454,1.0134084,0.18172228,1.1614233,5.5766875,6.8815152,0.0027843028
4.366,2512.2362,2962.3418,2644.8333,-0.1698904,3.325216,1.7331637,1.0133449,0.18172373,1.161366,5.5762936,6.882072,0.0027840996
4.367,2512.1022,2962.172,2644.7069,-0.1698926,3.3242027,1.732982,1.0132813,0.18172517,1.1613086,5.5758998,6.8826288,0.0027838965
4.368,2511.9683,2962.0021,2644.5805,-0.1698948,3.3231895,1.7328003,1.0132178,0.18172661,1.1612512,5.575506,6.8831855,0.0027836934
4.369,2511.8344,2961.8322,2644.454,-0.169897,3.3221763,1.7326185,1.0131543,0.18172806,1.1611939,5.5751122,6.8837422,0.0027834903
4.37,2511.7004,2961.6623,2644.3276,-0.1698992,3.3211632,1.7324368,1.0130908,0.1817295,1.1611365,5.5747184,6.8842989,0.0027832873
4.371,2511.5664,2961.4924,2644.2011,-0.1699014,3.3201502,1.7322551,1.0130272,0.18173094,1.1610791,5.5743247,6.8848555,0.0027830842
4.372,2511.4325,2961.3225,2644.0747,-0.16990361,3.3191372,1.7320733,1.0129637,0.18173238,1.1610218,5.573931,6.8854121,0.0027828813
4.373,2511.2985,2961.1526,2643.9482,-0.16990581,3.3181243,1.7318916,1.0129002,0.18173381,1.1609644,5.5735373,6.8859686,0.0027826783
4.374,2511.1646,2960.9827,2643.8217,-0.16990802,3.3171115,1.7317099,1.0128367,0.18173525,1.160907,5.5731437,6.8865251,0.0027824754
4.375,2511.0306,2960.8127,2643.6953,-0.16991023,3.3160987,1.7315281,1.0127731,0.18173668,1.1608496,5.5727501,6.8870816,0.0027822725
4.376,2510.8966,2960.6428,2643.5688,-0.16991244,3.315086,1.7313464,1.0127096,0.18173812,1.1607922,5.5723565,6.887638,0.0027820697
4.377,2510.7626,2960.4729,2643.4423,-0.16991465,3.3140734,1.7311647,1.0126461,0.18173955,1.1607349,5.571963,6.8881943,0.0027818669
4.378,2510.6286,2960.303,2643.3158,-0.16991687,3.3130608,1.7309829,1.0125825,0.18174098,1.1606775,5.5715695,6.8887507,0.0027816641
4.379,2510.4946,2960.1331,2643.1893,-0.16991908,3.3120482,1.7308012,1.012519,0.18174241,1.1606201,5.571176,6.889307,0.0027814614
4.38,2510.3607,2959.9632,2643.0628,-0.1699213,3.3110358,1.7306194,1.0124554,0.18174384,1.1605627,5.5707826,6.8898632,0.0027812586
4.381,2510.2267,2959.7933,2642.9363,-0.16992352,3.3100234,1.7304377,1.0123919,0.18174527,1.1605053,5.5703892,6.8904194,0.002781056
4.382,2510.0927,2959.6233,2642.8098,-0.16992574,3.3090111,1.7302559,1.0123284,0.1817467,1.1604479,5.5699958,6.8909756,0.0027808533
4.383,2509.9586,2959.4534,2642.6833,-0.16992796,3.3079988,1.7300742,1.0122648,0.18174813,1.1603905,5.5696024,6.8915317,0.0027806507
4.384,2509.8246,2959.2835,2642.5568,-0.16993018,3.3069866,1.7298924,1.0122013,0.18174955,1.1603331,5.5692091,6.8920878,0.0027804481
4.385,2509.6906,2959.1135,2642.4303,-0.16993241,3.3059745,1.7297107,1.0121377,0.18175098,1.1602757,5.5688158,6.8926439,0.0027802455
4.386,2509.5566,2958.9436,2642.3038,-0.16993463,3.3049624,1.7295289,1.0120742,0.1817524,1.1602183,5.5684226,6.8931999,0.002780043
4.387,2509.4226,2958.7737,2642.1773,-0.16993686,3.3039504,1.7293472,1.0120106,0.18175382,1.1601609,5.5680293,6.8937558,0.0027798405
4.388,2509.2885,2958.6037,2642.0507,-0.16993909,3.3029384,1.7291654,1.0119471,0.18175524,1.1601035,5.5676362,6.8943118,0.0027796381
4.389,2509.1545,2958.4338,2641.9242,-0.16994132,3.3019266,1.7289837,1.0118835,0.18175666,1.1600461,5.567243,6.8948677,0.0027794356
4.39,2509.0205,2958.2639,2641.7977,-0.16994355,3.3009147,1.7288019,1.0118199,0.18175808,1.1599887,5.5668499,6.8954235,0.0027792332
4.391,2508.8864,2958.0939,2641.6711,-0.16994579,3.299903,1.7286202,1.0117564,0.1817595,1.1599313,5.5664568,6.8959793,0.0027790309
4.392,2508.7524,2957.924,2641.5446,-0.16994802,3.2988913,1.7284384,1.0116928,0.18176091,1.1598739,5.5660637,6.8965351,0.0027788286
4.393,2508.6183,2957.754,2641.418,-0.16995026,3.2978797,1.7282566,1.0116293,0.18176233,1.1598165,5.5656707,6.8970908,0.0027786263
4.394,2508.4843,2957.5841,2641.2914,-0.1699525,3.2968681,1.7280749,1.0115657,0.18176374,1.1597591,5.5652777,6.8976465,0.002778424
4.395,2508.3502,2957.4141,2641.1649,-0.16995474,3.2958566,1.7278931,1.0115021,0.18176516,1.1597016,5.5648847,6.8982021,0.0027782218
4.396,2508.2161,2957.2442,2641.0383,-0.16995698,3.2948452,1.7277113,1.0114386,0.18176657,1.1596442,5.5644917,6.8987577,0.0027780196
4.397,2508.0821,2957.0742,2640.9117,-0.16995922,3.2938338,1.7275296,1.011375,0.18176798,1.1595868,5.5640988,6.8993133,0.0027778174
4.398,2507.948,2956.9043,2640.7852,-0.16996146,3.2928225,1.7273478,1.0113114,0.18176939,1.1595294,5.563706,6.8998688,0.0027776152
4.399,2507.8139,2956.7343,2640.6586,-0.16996371,3.2918112,1.727166,1.0112479,0.1817708,1.159472,5.5633131,6.9004243,0.0027774131
4.4,2507.6798,2956.5643,2640.532,-0.16996596,3.2908,1.7269843,1.0111843,0.18177221,1.1594145,5.5629203,6.9009798,0.0027772111
4.401,2507.5458,2956.3944,2640.4054,-0.1699682,3.2897889,1.7268025,1.0111207,0.18177361,1.1593571,5.5625275,6.9015352,0.002777009
4.402,2507.4117,2956.2244,2640.2788,-0.16997045,3.2887779,1.7266207,1.0110572,0.18177502,1.1592997,5.5621347,6.9020905,0.002776807
4.403,2507.2776,2956.0544,2640.1522,-0.16997271,3.2877669,1.7264389,1.0109936,0.18177642,1.1592422,5.561742,6.9026458,0.002776605
4.404,2507.1435,2955.8844,2640.0256,-0.16997496,3.2867559,1.7262572,1.01093,0.18177783,1.1591848,5.5613493,6.9032011,0.0027764031
4.405,2507.0094,2955.7145,2639.899,-0.16997721,3.2857451,1.7260754,1.0108664,0.18177923,1.1591274,5.5609567,6.9037564,0.0027762012
4.406,2506.8753,2955.5445,2639.7724,-0.16997947,3.2847343,1.7258936,1.0108028,0.18178063,1.1590699,5.560564,6.9043116,0.0027759993
4.407,2506.7411,2955.3745,2639.6457,-0.16998173,3.2837235,1.7257118,1.0107393,0.18178203,1.1590125,5.5601714,6.9048667,0.0027757975
4.408,2506.607,2955.2045,2639.5191,-0.16998399,3.2827128,1.72553,1.0106757,0.18178343,1.158955,5.5597789,6.9054218,0.0027755956
